"id","code","input","gold_output","M_output","M_confidence","M_Correctness","P_output","P_confidence","P_Correctness","Q_output","Q_confidence","Q_Correctness","M_output_d1","M_confidence_d1","M_Correctness_d1","P_output_d1","P_confidence_d1","P_Correctness_d1","Q_output_d1","Q_confidence_d1","Q_Correctness_d1","M_output_d2","M_confidence_d2","M_Correctness_d2","P_output_d2","P_confidence_d2","P_Correctness_d2","Q_output_d2","Q_confidence_d2","Q_Correctness_d2","M_output_d3","M_confidence_d3","M_Correctness_d3","P_output_d3","P_confidence_d3","P_Correctness_d3","Q_output_d3","Q_confidence_d3","Q_Correctness_d3","M_output_d4","M_confidence_d4","M_Correctness_d4","P_output_d4","P_confidence_d4","P_Correctness_d4","Q_output_d4","Q_confidence_d4","Q_Correctness_d4"
"sample_463","def f(dict):
    result = dict.copy()
    remove_keys = []
    for k, v in dict.items():
        if v in dict:
            del result[k]
    return result","{-1: -1, 5: 5, 3: 6, -4: -4}","{3: 6}","{-1: -1, 5: 5, 3: 6, -4: -4}","1.0","INCORRECT","{3: 6}","1.0","CORRECT","","0.5","INCORRECT","{3: 6}","1.0","CORRECT","{-1: -1, 5: 5, -4: -4}","1.0","INCORRECT","","0.5","INCORRECT","{3: 6}","1.0","CORRECT","{3: 6}","1.0","CORRECT","","0.5","INCORRECT","{3: 6}","1.0","CORRECT","{-1: -1, 5: 5, -4: -4}","1.0","INCORRECT","","0.5","INCORRECT","{3: 6}","1.0","CORRECT","{3: 6}","1.0","CORRECT","","0.5","INCORRECT"
"sample_464","def f(ans):
    if ans.isdecimal():
        total = int(ans) * 4 - 50
        total -= len([c for c in list(ans) if c not in '02468']) * 100
        return total
    return 'NAN'","'0'","-50","-46","1.0","INCORRECT","-50","1.0","CORRECT","","0.5","INCORRECT","-46","1.0","INCORRECT","-50","1.0","CORRECT","","0.5","INCORRECT","-46","1.0","INCORRECT","-50","1.0","CORRECT","","0.5","INCORRECT","-46","1.0","INCORRECT","-50","1.0","CORRECT","","0.5","INCORRECT","-46","1.0","INCORRECT","-50","1.0","CORRECT","","0.5","INCORRECT"
"sample_465","def f(seq, value):
    roles = dict.fromkeys(seq, 'north')
    if value:
        roles.update(key.strip() for key in value.split(', '))
    return roles","['wise king', 'young king'], ''","{'wise king': 'north', 'young king': 'north'}","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","","0.5","INCORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","","0.5","INCORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","","0.5","INCORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","","0.5","INCORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","{'wise king': 'north', 'young king': 'north'}","1.0","CORRECT","","0.5","INCORRECT"
"sample_466","def f(text):
    length = len(text)
    index = 0
    while index < length and text[index].isspace():
        index += 1
    return text[index:index+5]","'-----\t\n\tth\n-----'","'-----'","th
-----","1.0","INCORRECT","th
-","1.0","INCORRECT","","0.5","INCORRECT","th
-----","1.0","INCORRECT","th\n-","0.9","INCORRECT","","0.5","INCORRECT","th
-----","1.0","INCORRECT","th\n-","0.95","INCORRECT","","0.5","INCORRECT","th
-----","1.0","INCORRECT","th\n-","0.9","INCORRECT","","0.5","INCORRECT","th
-----","1.0","INCORRECT","th\n-","0.95","INCORRECT","","0.5","INCORRECT"
"sample_467","def f(nums):
    copy = nums.copy()
    newDict = dict()
    for k in copy:
        newDict[k] = len(copy[k])
    return newDict","{}","{}","{}","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT"
"sample_468","def f(a, b, n):
    result = m = b
    for _ in range(n):
        if m:
            a, m = a.replace(m, '', 1), None
            result = m = b
    return result.join(a.split(b))","'unrndqafi', 'c', 2","'unrndqafi'","unrndqafi","1.0","CORRECT","unrqafi","1.0","INCORRECT","","0.5","INCORRECT","unrndqafi","1.0","CORRECT","unrqafi","0.9","INCORRECT","","0.5","INCORRECT","unrndqafi","1.0","CORRECT","unrqafi","0.95","INCORRECT","","0.5","INCORRECT","unrndqafi","1.0","CORRECT","unrqafi","0.9","INCORRECT","","0.5","INCORRECT","unrndqafi","1.0","CORRECT","unrqafi","0.95","INCORRECT","","0.5","INCORRECT"
"sample_469","def f(text, position, value):
   length = len(text)
   index = position % (length)
   if position < 0:
       index = length // 2
   new_text = list(text)
   new_text.insert(index, value)
   new_text.pop(length-1)
   return ''.join(new_text)","'sduyai', 1, 'y'","'syduyi'","ysduyai","1.0","INCORRECT","syduyai","1.0","INCORRECT","","0.5","INCORRECT","ysduyai","1.0","INCORRECT","syduyai","0.9","INCORRECT","","0.5","INCORRECT","ysduyai","1.0","INCORRECT","syduyai","0.95","INCORRECT","","0.5","INCORRECT","ysduyai","1.0","INCORRECT","syduyai","0.9","INCORRECT","","0.5","INCORRECT","ysduyai","1.0","INCORRECT","syduyai","0.95","INCORRECT","","0.5","INCORRECT"
"sample_470","def f(number):
    transl = {'A': 1, 'B': 2, 'C': 3, 'D': 4, 'E': 5}
    result = []
    for key, value in transl.items():
        if value % number == 0:
            result.append(key)
    return result","2","['B', 'D']","['B', 'D']","1.0","CORRECT","['B', 'D']","1.0","CORRECT","","0.5","INCORRECT","['B', 'D']","1.0","CORRECT","['B', 'D']","1.0","CORRECT","","0.5","INCORRECT","['B', 'D']","1.0","CORRECT","['B', 'D']","1.0","CORRECT","","0.5","INCORRECT","['B', 'D']","1.0","CORRECT","['B', 'D']","1.0","CORRECT","","0.5","INCORRECT","['B', 'D']","1.0","CORRECT","['B', 'D']","1.0","CORRECT","","0.5","INCORRECT"
"sample_471","def f(val, text):
    indices = [index for index in range(len(text)) if text[index] == val]
    if len(indices) == 0:
        return -1
    else:
        return indices[0]","'o', 'fnmart'","-1","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT"
"sample_472","def f(text):
    d = {}
    for char in text.replace('-', '').lower():
        d[char] = d[char] + 1 if char in d else 1
    d = sorted(d.items(), key=lambda x: x[1])
    return [val for i, val in d]","""x--y-z-5-C""","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","1.0","CORRECT","['c', '5', 'x', 'y', 'z']","1.0","INCORRECT","","0.5","INCORRECT","['c', '5', 'x', 'y', 'z']","1.0","INCORRECT","[1, 1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","['c', '5', 'x', 'y', 'z']","1.0","INCORRECT","['c', '5', 'x', 'y', 'z']","1.0","INCORRECT","","0.5","INCORRECT","['c', '5', 'x', 'y', 'z']","1.0","INCORRECT","['c', '5', 'x', 'y', 'z']","1.0","INCORRECT","","0.5","INCORRECT","['c', '5', 'x', 'y', 'z']","1.0","INCORRECT","['c', '5', 'x', 'y', 'z']","1.0","INCORRECT","","0.5","INCORRECT"
"sample_473","def f(text, value):
    indexes = list()
    for i in range(len(text)):
        if text[i] == value:
            indexes.append(i)
    new_text = list(text)
    for i in indexes:
        new_text.remove(value)
    return ''.join(new_text)","'scedvtvotkwqfoqn', 'o'","'scedvtvtkwqfqn'","scedvtvotkwqfn","1.0","CORRECT","scdvtvtkwqfqn","1.0","INCORRECT","","0.5","INCORRECT","scedvtvotkwqfn","1.0","CORRECT","scdvtvtkwqfn","0.9","CORRECT","","0.5","INCORRECT","scedvtvotkwqfn","1.0","CORRECT","scdvtvtkwqfn","0.95","CORRECT","","0.5","INCORRECT","scedvtvotkwqfn","1.0","CORRECT","scdvtvtkwqfn","0.9","CORRECT","","0.5","INCORRECT","scedvtvotkwqfn","1.0","CORRECT","scdvtvtkwqfn","0.95","CORRECT","","0.5","INCORRECT"
"sample_474","def f(txt, marker):
    a = []
    lines = txt.split('\n')
    for line in lines:
        a.append(line.center(marker))
    return '\n'.join(a)","'#[)[]>[^e>\n 8', -5","'#[)[]>[^e>\n 8'","  #[)[]>[^e>
    8","1.0","INCORRECT","  #[)[]>[^e>  
  8  ","1.0","INCORRECT","","0.5","INCORRECT","  #[)[]>[^e>
    8","1.0","INCORRECT","  #[)[]>[^e>  
  8  ","1.0","INCORRECT","","0.5","INCORRECT","  #[)[]>[^e>
    8","1.0","INCORRECT","  #[)[]>[^e>  
  8  ","1.0","INCORRECT","","0.5","INCORRECT","  #[)[]>[^e>
    8","1.0","INCORRECT","  #[)[]>[^e>  
  8  ","1.0","INCORRECT","","0.5","INCORRECT","  #[)[]>[^e>
    8","1.0","INCORRECT","  #[)[]>[^e>  
  8  ","1.0","INCORRECT","","0.5","INCORRECT"
"sample_475","def f(array, index):
    if index < 0:
        index = len(array) + index
    return array[index]","[1], 0","1","1","1.0","CORRECT","1","1.0","CORRECT","","0.5","INCORRECT","1","1.0","CORRECT","1","1.0","CORRECT","","0.5","INCORRECT","1","1.0","CORRECT","1","1.0","CORRECT","","0.5","INCORRECT","1","1.0","CORRECT","1","1.0","CORRECT","","0.5","INCORRECT","1","1.0","CORRECT","1","1.0","CORRECT","","0.5","INCORRECT"
"sample_476","def f(a, split_on):
    t = a.split()
    a = []
    for i in t:
        for j in i:
            a.append(j)
    if split_on in a:
        return True
    else:
        return False","""booty boot-boot bootclass"", 'k'","False","False","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT"
"sample_477","def f(text):
    topic, sep, problem = text.rpartition('|')
    if problem == 'r':
        problem = topic.replace('u', 'p')
    return topic, problem","'|xduaisf'","('', 'xduaisf')","('', 'xduaisf')","1.0","CORRECT","('|xduaisf', '|xduaisf')","1.0","INCORRECT","","0.5","INCORRECT","('', 'xduaisf')","1.0","CORRECT","('|xduaisf', '|xduaisf')","1.0","INCORRECT","","0.5","INCORRECT","('', 'xduaisf')","1.0","CORRECT","('|xduaisf', '|xduaisf')","1.0","INCORRECT","","0.5","INCORRECT","('', 'xduaisf')","1.0","CORRECT","('|xduaisf', '|xduaisf')","1.0","INCORRECT","","0.5","INCORRECT","('', 'xduaisf')","1.0","CORRECT","('|xduaisf', '|xduaisf')","1.0","INCORRECT","","0.5","INCORRECT"
"sample_478","def f(sb):
    d = {}
    for s in sb:
        d[s] = d.get(s, 0) + 1
    return d","'meow meow'","{'m': 2, 'e': 2, 'o': 2, 'w': 2, ' ': 1}","{'meow': 2}","1.0","INCORRECT","{'m': 1, 'e': 1, 'o': 2, 'w': 2}","1.0","INCORRECT","","0.5","INCORRECT","{""meow"": 2}","1.0","INCORRECT","{'m': 1, 'e': 1, 'o': 2, 'w': 2}","1.0","INCORRECT","","0.5","INCORRECT","{""meow"": 2}","1.0","INCORRECT","{'m': 1, 'e': 1, 'o': 2, 'w': 2}","1.0","INCORRECT","","0.5","INCORRECT","{""meow"": 2}","1.0","INCORRECT","{'m': 1, 'e': 1, 'o': 2, 'w': 2}","1.0","INCORRECT","","0.5","INCORRECT","{""meow"": 2}","1.0","INCORRECT","{'m': 1, 'e': 1, 'o': 2, 'w': 2}","1.0","INCORRECT","","0.5","INCORRECT"
"sample_479","def f(nums, pop1, pop2):
    nums.pop(pop1 - 1)
    nums.pop(pop2 - 1)
    return nums","[1, 5, 2, 3, 6], 2, 4","[1, 2, 3]","[1, 2, 3]","1.0","CORRECT","[1, 2, 6]","1.0","INCORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 6]","0.9","INCORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 6]","0.95","INCORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 6]","0.9","INCORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 6]","0.95","INCORRECT","","0.5","INCORRECT"
"sample_480","def f(s, c1, c2):
    if s == '':
        return s
    ls = s.split(c1)
    for index, item in enumerate(ls):
        if c1 in item:
            ls[index] = item.replace(c1, c2, 1)
    return c1.join(ls)","'', 'mi', 'siast'","''","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT"
"sample_481","def f(values, item1, item2):
    if values[-1] == item2:
        if values[0] not in values[1:]:
            values.append(values[0])
    elif values[-1] == item1:
        if values[0] == item2:
            values.append(values[0])
    return values","[1, 1], 2, 3","[1, 1]","[1, 1, 1]","1.0","INCORRECT","[1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1]","1.0","INCORRECT","[1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1]","1.0","INCORRECT","[1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1]","1.0","INCORRECT","[1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1]","1.0","INCORRECT","[1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_482","def f(text):
    return text.replace('\\""', '""')","'Because it intrigues them'","'Because it intrigues them'","'Because it intrigues them'","1.0","CORRECT","Because it intrigues them","1.0","CORRECT","","0.5","INCORRECT","'Because it intrigues them'","1.0","CORRECT","Because it intrigues them","1.0","CORRECT","","0.5","INCORRECT","'Because it intrigues them'","1.0","CORRECT","Because it intrigues them","1.0","CORRECT","","0.5","INCORRECT","'Because it intrigues them'","1.0","CORRECT","Because it intrigues them","1.0","CORRECT","","0.5","INCORRECT","'Because it intrigues them'","1.0","CORRECT","Because it intrigues them","1.0","CORRECT","","0.5","INCORRECT"
"sample_483","def f(text, char):
    return ' '.join(text.split(char, len(text)))","'a', 'a'","' '","'a'","1.0","INCORRECT","a","1.0","INCORRECT","","0.5","INCORRECT","'a'","1.0","INCORRECT","a","1.0","INCORRECT","","0.5","INCORRECT","'a'","1.0","INCORRECT","a","1.0","INCORRECT","","0.5","INCORRECT","'a'","1.0","INCORRECT","a","1.0","INCORRECT","","0.5","INCORRECT","'a'","1.0","INCORRECT","a","1.0","INCORRECT","","0.5","INCORRECT"
"sample_484","def f(arr):
    result = []
    for item in arr:
        try:
            if item.isnumeric():
                result.append(int(item)*2)
        except ValueError:
            result.append(item[::-1])
    return result","['91', '16', '6r', '5r', 'egr', '', 'f', 'q1f', '-2']","[182, 32]","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","","0.5","INCORRECT","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","","0.5","INCORRECT","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","","0.5","INCORRECT","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","[182, 32, 'r6', 'r5', 'rge', '', 'f', 'f1q', '-2']","1.0","INCORRECT","","0.5","INCORRECT"
"sample_485","def f(tokens):
    tokens = tokens.split()
    if len(tokens) == 2:
        tokens = list(reversed(tokens))
    result = ' '.join([tokens[0].ljust(5), tokens[1].ljust(5)])
    return result","'gsd avdropj'","'avdropj gsd  '","avdropj gsd  ","1.0","INCORRECT","gsd     avdropj","1.0","INCORRECT","","0.5","INCORRECT","avdropj gsd  ","1.0","INCORRECT","gsd     avdropj ","1.0","INCORRECT","","0.5","INCORRECT","avdropj gsd  ","1.0","INCORRECT","gsd     avdropj ","1.0","INCORRECT","","0.5","INCORRECT","avdropj gsd  ","1.0","INCORRECT","gsd     avdropj ","1.0","INCORRECT","","0.5","INCORRECT","avdropj gsd  ","1.0","INCORRECT","gsd     avdropj ","1.0","INCORRECT","","0.5","INCORRECT"
"sample_486","def f(dic):
    dic_op = dic.copy()
    for key, val in dic.items():
        dic_op[key] = val * val
    return dic_op","{1:1, 2:2, 3:3}","{1: 1, 2: 4, 3: 9}","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","","0.5","INCORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","","0.5","INCORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","","0.5","INCORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","","0.5","INCORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","{1: 1, 2: 4, 3: 9}","1.0","CORRECT","","0.5","INCORRECT"
"sample_487","def f(dict):
    even_keys = []
    for key in dict.keys():
        if key % 2 == 0:
            even_keys.append(key)
    return even_keys","{ 4: 'a' }","[4]","[4]","1.0","CORRECT","[4]","1.0","CORRECT","","0.5","INCORRECT","[4]","1.0","CORRECT","[4]","1.0","CORRECT","","0.5","INCORRECT","[4]","1.0","CORRECT","[4]","1.0","CORRECT","","0.5","INCORRECT","[4]","1.0","CORRECT","[4]","1.0","CORRECT","","0.5","INCORRECT","[4]","1.0","CORRECT","[4]","1.0","CORRECT","","0.5","INCORRECT"
"sample_488","def f(text, char):
    count = text.count(char)
    chars = list(text)
    if count > 0:
        index = chars.index(char) + 1
        chars[:index:index+1] = [c for c in chars[index:index+count:1]]
    return ''.join(chars)","'tezmgvn 651h', '6'","'5ezmgvn 651h'","tezmgvn 651h","1.0","INCORRECT","ezmgvn 651h6","1.0","INCORRECT","","0.5","INCORRECT","tezmgvn 651h","1.0","INCORRECT","ezmgvn 651h6","1.0","INCORRECT","","0.5","INCORRECT","tezmgvn 651h","1.0","INCORRECT","ezmgvn 651h6","1.0","INCORRECT","","0.5","INCORRECT","tezmgvn 651h","1.0","INCORRECT","ezmgvn 651h6","1.0","INCORRECT","","0.5","INCORRECT","tezmgvn 651h","1.0","INCORRECT","ezmgvn 651h6","1.0","INCORRECT","","0.5","INCORRECT"
"sample_489","def f(text, value):
    return text.removeprefix(value.lower())","'coscifysu', 'cos'","'cifysu'","'scifysu'","1.0","INCORRECT","cifysu","1.0","CORRECT","","0.5","INCORRECT","'scifysu'","1.0","INCORRECT","cifysu","1.0","CORRECT","","0.5","INCORRECT","'scifysu'","1.0","INCORRECT","cifysu","1.0","CORRECT","","0.5","INCORRECT","'scifysu'","1.0","INCORRECT","cifysu","1.0","CORRECT","","0.5","INCORRECT","'scifysu'","1.0","INCORRECT","cifysu","1.0","CORRECT","","0.5","INCORRECT"
"sample_490","def f(s):
    return ''.join([c for c in s if c.isspace()])"," '\ngiyixjkvu\n\r\r \frgjuo'","'\n\n\r\r \x0c'"," 
 
","1.0","INCORRECT","

 
","1.0","INCORRECT","","0.5","INCORRECT"," 
 
","1.0","INCORRECT","

 
","0.9","INCORRECT","","0.5","INCORRECT"," 
 
","1.0","INCORRECT","

 
","0.95","INCORRECT","","0.5","INCORRECT"," 
 
","1.0","INCORRECT","

 
","0.9","INCORRECT","","0.5","INCORRECT"," 
 
","1.0","INCORRECT","

 
","0.95","INCORRECT","","0.5","INCORRECT"
"sample_491","def f(xs):
    for i in range(-1, -len(xs)-1, -1):
        xs.extend([xs[i], xs[i]])
    return xs","[4, 8, 8, 5]","[4, 8, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5]","","0.5","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","","0.5","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","","0.5","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","","0.5","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","","0.5","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","[5, 8, 8, 5, 8, 8, 5, 8, 8, 5, 4, 4]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_492","def f(text, value):
    ls = list(text)
    if (ls.count(value)) % 2 == 0:
        while value in ls:
            ls.remove(value)
    else:
        ls.clear()
    return ''.join(ls)","'abbkebaniuwurzvr', 'm'","'abbkebaniuwurzvr'","abbkebaniuwurzvr","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","abbkebaniuwurzvr","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","abbkebaniuwurzvr","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","abbkebaniuwurzvr","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","abbkebaniuwurzvr","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT"
"sample_493","def f(d):
    keys = []
    for k in d:
        keys.append('%s => %s' % (k, d[k]))
    return keys","{'-4':'4','1':'2','-':'-3'}","['-4 => 4', '1 => 2', '- => -3']","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","","0.5","INCORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","","0.5","INCORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","","0.5","INCORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","","0.5","INCORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","['-4 => 4', '1 => 2', '- => -3']","1.0","CORRECT","","0.5","INCORRECT"
"sample_494","def f(num, l):
    t = """"
    while l > len(num):
        t += '0'
        l -= 1
    return t + num","""1"", 3","'001'","001","1.0","CORRECT","001","1.0","CORRECT","","0.5","INCORRECT","001","1.0","CORRECT","001","1.0","CORRECT","","0.5","INCORRECT","001","1.0","CORRECT","001","1.0","CORRECT","","0.5","INCORRECT","001","1.0","CORRECT","001","1.0","CORRECT","","0.5","INCORRECT","001","1.0","CORRECT","001","1.0","CORRECT","","0.5","INCORRECT"
"sample_495","def f(s):
    if str.isascii(s[-5:]):
        return s[-5:], s[0:][:3]
    elif str.isascii(s[:5]):
        return s[:5], s[-5:][3:]
    else:
        return s","'a1234år'","('a1234', 'år')","('år', 'a12')","1.0","INCORRECT","('1234a', 'a12')","1.0","INCORRECT","","0.5","INCORRECT","('år', 'a12')","1.0","INCORRECT","('1234a', 'a12')","1.0","INCORRECT","","0.5","INCORRECT","('år', 'a12')","1.0","INCORRECT","('1234a', 'a12')","1.0","INCORRECT","","0.5","INCORRECT","('år', 'a12')","1.0","INCORRECT","('1234a', 'a12')","1.0","INCORRECT","","0.5","INCORRECT","('år', 'a12')","1.0","INCORRECT","('1234a', 'a12')","1.0","INCORRECT","","0.5","INCORRECT"
"sample_496","def f(text, value):
    if isinstance(value, str):
        return text.count(value) + text.count(value.lower())
    return text.count(value)","'eftw{ьТсk_1', '\\'","0","0","1.0","CORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","1","0.9","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","1","0.95","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","1","0.95","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","1","0.95","INCORRECT","","0.5","INCORRECT"
"sample_497","def f(n):
    b = list(str(n))
    for i in range(2,len(b)): b[i] += '+'
    return b","44","['4', '4']","['4', '4', '4+']","1.0","INCORRECT","['4', '4', '+']","1.0","INCORRECT","","0.5","INCORRECT","['4', '4', '4+']","1.0","INCORRECT","['4', '4', '+']","1.0","INCORRECT","","0.5","INCORRECT","['4', '4', '4+']","1.0","INCORRECT","['4', '4', '+']","1.0","INCORRECT","","0.5","INCORRECT","['4', '4', '4+']","1.0","INCORRECT","['4', '4', '+']","1.0","INCORRECT","","0.5","INCORRECT","['4', '4', '4+']","1.0","INCORRECT","['4', '4', '+']","1.0","INCORRECT","","0.5","INCORRECT"
"sample_498","def f(nums, idx, added):
    nums[idx:idx] = (added,)
    return nums","[2, 2, 2, 3, 3], 2, 3","[2, 2, 3, 2, 3, 3]","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","","0.5","INCORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","","0.5","INCORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","","0.5","INCORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","","0.5","INCORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","[2, 2, 3, 2, 3, 3]","1.0","CORRECT","","0.5","INCORRECT"
"sample_499","def f(text, length, fillchar):
    size = len(text)
    return text.center(length, fillchar)","'magazine', 25, '.'","'.........magazine........'",".....magazine......","1.0","CORRECT","....magazine.....","1.0","CORRECT","","0.5","INCORRECT",".....magazine......","1.0","CORRECT","....magazine.....","0.9","CORRECT","","0.5","INCORRECT",".....magazine......","1.0","CORRECT","....magazine.....","0.95","CORRECT","","0.5","INCORRECT",".....magazine......","1.0","CORRECT","....magazine.....","0.9","CORRECT","","0.5","INCORRECT",".....magazine......","1.0","CORRECT","....magazine.....","0.95","CORRECT","","0.5","INCORRECT"
"sample_500","def f(text, delim):
    return text[:text[::-1].find(delim)][::-1]","'dsj osq wi w', ' '","'d'","w i w","1.0","INCORRECT","iw","1.0","INCORRECT","","0.5","INCORRECT","w i w","1.0","INCORRECT","iw","1.0","INCORRECT","","0.5","INCORRECT","w i w","1.0","INCORRECT","iw","1.0","INCORRECT","","0.5","INCORRECT","w i w","1.0","INCORRECT","iw","1.0","INCORRECT","","0.5","INCORRECT","w i w","1.0","INCORRECT","iw","1.0","INCORRECT","","0.5","INCORRECT"
